,question,answer,label
409,chi phí tổ chức thi năng lực tiếng anh là bao nhiêu ?,300 nghìn,admiss_school_fee
410,đóng tiền qua ngân hàng nào ?,vietcombank,admiss_school_fee
411,"lịch nhận hồ sơ xét tuyển, thi tuyển trình độ tiến sỹ vào thời gian nào?",nhận hồ sơ dự tuyển: đến 17h ngày 12/11/2019,admiss_school_fee
412,lịch nhận hồ sơ xét tuyển thi tuyển trình độ thạc sỹ vào thời gian nào?,"nhận hồ sơ đăng ký ôn thi, bổ sung kiến thức: đến hết này 25/10/2019",admiss_school_fee
413,có thể xét tuyển vào trường bằng kết quả học bạ thpt không và vào thời gian nào ?,đợt 1 (1/4-25/5/2019); đợt 2 (3/6-5/7/2019); đợt 3 (8/7-9/8/2019),admiss_school_fee
414,ngành khoa học máy tính có bao nhiêu chuyên ngành?,ngay tại thời điểm bây giờ thì có 4 chuyên ngành khác nhau,admiss_specialty
415,số ngành được giảng dạy bằng tiếng việt thuộc chương trình tiêu chuẩn là ?,chương trình tiếng việt gồm 40 ngành.,admiss_specialty
416,chương trình giảng dạy bằng 50% tiếng anh được áp dụng cho những ngành nào ?,chương trình 50% tiếng anh gồm 57 ngành.,admiss_specialty
417,chương trình giảng dạy bằng 100% tiếng anh được áp dụng cho những ngành nào ?,chương trình 100% tiếng anh gồm 66 ngành.,admiss_specialty
418,chương trình giảng dạy theo chương trình liên kết quốc tế có bao nhiêu ngành ?,chương trình du học luân chuyển campus gồm 85 ngành.,admiss_specialty
419,có bao nhiêu nghành thuộc chương trình tuyển sinh liên kết ?,9,admiss_specialty
420,hai chuyên ngành của ngành khoa học máy tính khoa công nghệ thông tin?,có 2 chuyên ngành : hệ thống thông tin và tính toán thông minh,admiss_specialty
421,trường có đào tạo ngành khoa học máy tính không?,có,admiss_specialty
422,trường có đào tạo cao học ngành khoa học máy tính không?,có,admiss_specialty
423,khoa công nghệ thông tin hiện đang đào tạo mấy ngành ?,"3 ngành bao gồm: khoa học máy tính, kỹ thuật phần mềm, mạng máy tính và truyền thông.",admiss_specialty
424,ngành nào yêu cầu học lực giỏi ?,trừ ngành dược yêu cầu học lực giỏi lớp 12 các ngành còn lại không yêu cầu học lực.,admiss_specialty
425,ngành nào thì được xét học bạ ?,tất cả các ngành và chương trình đào tạo đều có thể xét qua phương thức xét học bạ.,admiss_specialty
426,ngành nào yêu cầu học lực giỏi khi tuyển sinh băng hình thức học bạ?,khoa dược.,admiss_specialty
427,ngành nào được xét tuyển học bạ?,tất cả các ngành.,admiss_specialty
428,khoa cntt có bao nhiêu chuyên ngành?,gồm 4 chuyên ngành,admiss_specialty
429,mã ngành ngôn ngữ anh của trường đh tđt?,7220201,admiss_specialty
430,mã ngành khoa học máy tính?,52480101.,admiss_specialty
431,có bao nhiêu ngành trong cntt?,4,admiss_specialty
432,ngành cntt đào tạo mấy năm?,4 năm,admiss_specialty
433,ngành kế toán đào tạo mấy năm?,4 năm,admiss_specialty
434,ngành luật đào tạo mấy năm?,4 năm,admiss_specialty
435,ngành dược đào tạo mấy năm?,6 năm,admiss_specialty
436,ngành ngân hàng đào tạo mấy năm?,4 năm,admiss_specialty
437,ngành ngôn ngữ anh đào tạo mấy năm?,4 năm,admiss_specialty
438,trưởng tdt có tổng cộng bao nhiêu ngành của chương trình tiêu chuẩn ?,39 ngành,admiss_specialty
439,khoa công nghệ thông tin trường đại học tôn đức thắng có bao nhiêu chuyên ngành?,hiện nay khoa đang đào tạo 4 chuyên ngành.,admiss_specialty
440,trường đại học tôn đức thắng có đào tạo sau đại học các ngành nào ?,hiện trường đào tạo 18 ngành thạc sĩ và 26 ngành tiến sĩ.,admiss_specialty
441,trường có ngành khoa học máy tính không?,có,admiss_specialty
442,ngành kế toán lương có cao không?,cao,admiss_specialty
443,có bao nhiêu ngành trong cntt?,4,admiss_specialty
444,khoa công nghệ thông tin hiện đang đào tạo mấy ngành ?,"3 ngành bao gồm: khoa học máy tính, kỹ thuật phần mềm, mạng máy tính và truyền thông.",admiss_specialty
445,sinh viên khóa 20 khoa công nghệ thông tin tốt nghiệp bao nhiêu số tín chỉ tích lũy của ngành?,136 chỉ,admiss_specialty
446,cao đẳng gồm bao nhiêu ngành?,13 ngành,admiss_specialty
447,đại học gồm bao nhiêu ngành?,40,admiss_specialty
448,khoa cntt có bao nhiêu chuyên ngành?,"có 4 chuyên ngành: công nghệ phần mềm, trí tuệ nhân tạo, mạng máy tính truyền thông và hệ thống thông tin.",admiss_specialty
449,có bao nhiêu chuyên ngành đào tạo thạc sỹ và tiến sỹ?,18 chuyên ngành thạc sĩ và 6 chuyên ngành tiến sĩ,admiss_specialty
450,ngành cntt có cần mos không?,không cần.,admiss_specialty
451,có bao nhiêu ngành trong trường?,40 nghành thuộc chương trình tiêu chuẩn và 17 ngành thuộc chương trình chất lượng cao,admiss_specialty
452,ngành nào được thí sinh lựa chọn nhiều: các ngành top của trường là?,"công nghệ thông tin, quản trị kinh doanh, kinh doanh quốc tế, dược.",admiss_specialty
453,có bao nhiêu chuyên ngành đào tạo hệ cao đẳng?,13 ngành,admiss_specialty
454,có thể đăng kí học 2 chuyên ngành một lúc không?,có,admiss_specialty
455,ủa 17 khoa thì trường này chắc nhiều ngành lắm ha?,40 chuyên ngành luôn đó.,admiss_specialty
456,trường có tuyển ngành khoa học máy tính không ?,có,admiss_specialty
457,trường có tuyển ngành kỹ thuật phần mềm không ?,có,admiss_specialty
458,trường có tuyển ngành cơ điện tử không ?,có,admiss_specialty
459,trường có tuyển ngành kỹ thuật truyền thông không ?,có,admiss_specialty
460,trường có tuyển ngành quản trị kinh doanh không ?,có,admiss_specialty
461,trường có tuyển ngành quản lý nhân sự không ?,có,admiss_specialty
462,trường có tuyển ngành quản lý nhà hàng khách sạn không ?,có,admiss_specialty
463,trường có tuyển ngành khoa học ứng dụng không ?,có,admiss_specialty
464,trường có tuyển ngành khoa học thể thao không ?,có,admiss_specialty
465,trường có tuyển ngành mỹ thuật công nghiệp không ?,có,admiss_specialty
466,trường có tuyển ngành dược sĩ không ?,có,admiss_specialty
467,ngành khoa học máy tính có cần học lực giỏi ở lớp 12 không ?,không,admiss_specialty
468,tdt có bao nhiêu ngành học?,39,admiss_specialty
469,tdt có ngành dược không?,có.,admiss_specialty
470,sinh viên có thể đăng kí một lúc 2 ngành học không ?,được,admiss_specialty
471,số ngành đại học của tdtu là bao nhiêu?,40,admiss_specialty
472,số ngành thạc sĩ của tdtu là bao nhiêu?,18,admiss_specialty
473,số ngành tiến sĩ của tdtu là bao nhiêu?,26,admiss_specialty
474,số ngành được giảng dạy bằng tiếng việt thuộc chương trình tiêu chuẩn là ?,chương trình tiếng việt gồm 40 ngành.,admiss_specialty
475,chương trình giảng dạy bằng 50% tiếng anh được áp dụng cho những ngành nào ?,chương trình 50% tiếng anh gồm 57 ngành.,admiss_specialty
476,chương trình giảng dạy bằng 100% tiếng anh được áp dụng cho những ngành nào ?,chương trình 100% tiếng anh gồm 66 ngành.,admiss_specialty
477,chương trình giảng dạy theo chương trình liên kết quốc tế có bao nhiêu ngành ?,chương trình du học luân chuyển campus gồm 85 ngành.,admiss_specialty
478,trường đào tạo tất cả bao nhiêu ngành nghề?,40 chuyên ngành,admiss_specialty
479,số ngành đào tạo thạc sĩ và tiến sĩ?,"thạc sĩ là 18, tiến sĩ là 26",admiss_specialty
480,năm nhất ngành công nghệ thông tin học ngôn ngữ nào?,c và java,admiss_specialty
481,nêu một số cấu trúc dữ liệu được dạy trong ngành công nghệ thông tin?,"mảng, queue, stack, bst, avl...",admiss_specialty
482,số tín chỉ tối thiểu để ra trường ngành công nghệ phần mềm?,136,admiss_specialty
483,ngành công nghệ thông tin có học mos không?,không,admiss_specialty
484,tuyển sinh trường đại học tôn đức thắng có ngành khoa học máy tính không?,có nha em,admiss_specialty
485,ngành luật có được dạy trong trường không ?,có,admiss_specialty
486,khoa cntt có bao nhiêu chuyên ngành?,gồm 4 chuyên ngành,admiss_specialty
487,mã ngành ngôn ngữ anh của trường đh tđt?,7220201,admiss_specialty
488,khóa 20(năm 2016) của khoa công nghệ thông tin có bao nhiêu chuyên ngành ?,"4 chuyên ngành: công nghệ phần mềm, hệ thống thông tin, mạng máy tính và các hệ thống phân tán, tính toán thông minh",admiss_specialty
489,sinh viên tdt đào tạo những ngành nào?,[unknown],admiss_specialty
490,ngành cntt của tdt phải học mấy năm?,4 năm chính khóa nhưng chỉ được học tối đa 7 năm,admiss_specialty
491,những ngành nào được xét học bạ?,tất cả các ngành đều xét học bạ,admiss_specialty
492,ngành dược đầu ra của trường là bao nhiêu chỉ?,[unknown],admiss_specialty
493,ngành du lịch của tdt có được đi nước ngoài hay không?,[unknown],admiss_specialty
494,đại học tôn đức thắng đào tạo thạc sĩ ở bao nhiêu ngành ?,18 ngành,admiss_specialty
495,khi nào có thể đăng kí học chuyên ngành 2?,bắt đầu từ năm 2. xét trên kết quả học tập.,admiss_specialty
496,trường tđt đào tạo bao nhiêu chuyên ngành?,38 chuyên ngành.,admiss_specialty
497,trường đại học tôn đức thắng hiện nay đào tạo bao nhiêu ngành?,hơn 40 ngành học,admiss_specialty
498,khó dễ của việc học?,tùy theo khả năng của người học,admiss_strict
499,học tdt có khó không?,nếu bạn siêng năn chăm chỉ thì không có gì khó,admiss_strict
500,kế toán học có khó không?,không,admiss_strict
501,bảo hộ lao động có khó không?,không,admiss_strict
502,ngành cntt có khó không?,khó,admiss_strict
503,lương cntt có cao không?,cao,admiss_strict
504,học công nghệ thông tin tại trường đh tôn đức thắng có khó không?,"nếu chịu học hành chăm chỉ, với sự giảng dạy nhiệt tình, tận tâm của thầy cô nhà trường thì các môn học đều có thể học tập tốt.",admiss_strict
505,bạn qua môn ai chưa?,mình chưa.,admiss_strict
506,bạn có muốn cải thiện điểm môn ai không?,có.,admiss_strict
507,bạn đã làm bài tập lớn môn học máy chưa?,mình làm rồi.,admiss_strict
508,thi anh văn khó không?,có câu khó câu dễ,admiss_strict
509,điểm trúng tuyển của chuyên ngành ngôn ngữ anh chương trình tiêu chuẩn ?,33.00,admiss_benchmarking
510,điểm trúng tuyển của chuyên ngành marketing chương trình tiêu chuẩn ?,32.50,admiss_benchmarking
511,điểm trúng tuyển của chuyên ngành kinh doanh quốc tế chương trình tiêu chuẩn ?,33.00,admiss_benchmarking
512,điểm trúng tuyển của chuyên ngành tài chính ngân hàng chương trình tiêu chuẩn ?,30.00,admiss_benchmarking
513,điểm trúng tuyển của chuyên ngành công nghệ sinh học chương trình tiêu chuẩn ?,26.75,admiss_benchmarking
514,điểm trúng tuyển của chuyên ngành khoa học máy tính chương trình tiêu chuẩn ?,32.00,admiss_benchmarking
515,tuyển sinh khoa công nghệ thông tin năm 2017-2018 lấy bao nhiêu điểm?,21.25,admiss_benchmarking
516,tuyển sinh khoa  luật năm 2017-2018 lấy bao nhiêu điểm?,24.25,admiss_benchmarking
517,tuyển sinh khoa kĩ thuật công trình năm 2017-2018 lấy bao nhiêu điểm?,19,admiss_benchmarking
518,tuyển sinh khoa điện năm 2017-2018 lấy bao nhiêu điểm?,20,admiss_benchmarking
519,tuyển sinh khoa khoa học ứng dụng năm 2017-2018 lấy bao nhiêu điểm?,21.5,admiss_benchmarking
520,tuyển sinh khoa mĩ thuật công nghiệp năm 2017-2018 lấy bao nhiêu điểm?,19,admiss_benchmarking
521,tuyển sinh khoa toán thống kê năm 2017-2018 lấy bao nhiêu điểm?,18,admiss_benchmarking
522,tuyển sinh khoa kế toán năm 2017-2018 lấy bao nhiêu điểm?,22.25,admiss_benchmarking
523,tuyển sinh khoa dược năm 2017-2018 lấy bao nhiêu điểm?,25.25,admiss_benchmarking
524,tuyển sinh khoa ngôn ngữ anh năm 2017-2018 lấy bao nhiêu điểm?,21.25,admiss_benchmarking
525,điểm chuẩn ngành it năm học 2019?,[unknown],admiss_benchmarking
526,điểm chuẩn ngành dược năm học 2019?,[unknown],admiss_benchmarking
527,điểm chuẩn ngành hóa học năm học 2019?,[unknown],admiss_benchmarking
528,điểm chuẩn từng ngành của khoa cntt là bao nhiêu?,"công nghệ phần mềm: 24,5 trí tuệ nhân tạo: 23 mạng máy tính truyền thông: 20 hệ thống thông tin: 21",admiss_benchmarking
529,điểm chuẩn nghành quản trị kinh doanh chất lượng cao năm 2019 ?,24,admiss_benchmarking
530,điểm chuẩn nghành khoa học máy tính năm 2019 ?,30.75,admiss_benchmarking
531,điểm chuẩn nghành kế toán  năm 2019 ?,30,admiss_benchmarking
532,điểm chuẩn nghành ngôn ngữ anh năm 2019 ?,33,admiss_benchmarking
533,điểm chuẩn nghành điện - điện tử năm 2019 ?,"25,75",admiss_benchmarking
534,điểm chuẩn nghành điện tử viễn thông năm 2019 ?,25.5,admiss_benchmarking
535,điểm chuẩn nghành tự động hóa năm 2019 ?,28.75,admiss_benchmarking
536,điểm chuẩn nghành thiết kế công nghiệp năm 2019 ?,22.5,admiss_benchmarking
537,điểm chuẩn nghành thiết kế đồ họa năm 2019 ?,27,admiss_benchmarking
538,điểm chuẩn nghành thiết kế thời trang năm 2019 ?,22.5,admiss_benchmarking
539,điểm chuẩn nghành  kỹ thuật hóa học năm 2019 ?,27.25,admiss_benchmarking
540,điểm chuẩn nghành  kiến trúc năm 2019 ?,25,admiss_benchmarking
541,điểm chuẩn nghành  quy hoạch vùng và đô thị năm 2019 ?,23,admiss_benchmarking
542,điểm chuẩn nghành thiết kế nội thất năm 2019 ?,22.5,admiss_benchmarking
543,điểm chuẩn nghành kỹ thuật xây dựng  năm 2019 ?,27,admiss_benchmarking
544,điểm chuẩn nghành  kỹ thuật xây dựng công trình giao thông năm 2019 ?,23,admiss_benchmarking
545,điểm chuẩn nghành dược học năm 2019 ?,30,admiss_benchmarking
546,điểm chuẩn nghành công tác xã hội năm 2019 ?,23.5,admiss_benchmarking
547,điểm chuẩn nghành quản lý thể dục thể thao năm 2019 ?,26.5,admiss_benchmarking
548,điểm chuẩn nghành golf năm 2019 ?,24,admiss_benchmarking
549,điểm chuẩn nghành  ngôn ngữ anh cơ sở bảo lộc năm 2019 ?,23,admiss_benchmarking
550,điểm chuẩn nghành  du lịch và quản lý du lịch cơ sở bảo lộc năm 2019 ?,22.5,admiss_benchmarking
551,điểm chuẩn nghành quản trị nhà hàng khách sạn cơ sở bảo lộc năm 2019 ?,23,admiss_benchmarking
552,điểm chuẩn nghành luật cơ sở bảo lộc năm 2019 ?,23,admiss_benchmarking
553,điểm chuẩn nghành  kỹ thuật phần mềm cơ sở bảo lộc năm 2019 ?,22.5,admiss_benchmarking
554,điểm chuẩn nghành khoa học máy tính chất lượng cao năm 2019 ?,24.5,admiss_benchmarking
555,điểm chuẩn nghành kế toán chất lượng cao năm 2019 ?,22.5,admiss_benchmarking
556,điểm chuẩn nghành ngôn ngữ anh chất lượng cao năm 2019 ?,30.5,admiss_benchmarking
557,điểm chuẩn nghành điện - điện tử chất lượng cao năm 2019 ?,22.5,admiss_benchmarking
558,điểm chuẩn nghành điện tử viễn thông chất lượng cao năm 2019 ?,22.5,admiss_benchmarking
559,điểm chuẩn nghành tự động hóa chất lượng cao năm 2019 ?,23,admiss_benchmarking
560,điểm chuẩn nghành thiết kế công nghiệp chất lượng cao năm 2019 ?,22.5,admiss_benchmarking
561,điểm chuẩn nghành  kỹ thuật hóa học chất lượng cao năm 2019 ?,27.25,admiss_benchmarking
562,điểm chuẩn nghành kỹ thuật xây dựng chất lượng cao năm 2019 ?,22.5,admiss_benchmarking
563,khoa nào có điểm tuyển sinh năm 2019 cao nhất ?,khoa dược,admiss_benchmarking
564,điểm chuẩn clc dược là bao nhiêu?,18,admiss_benchmarking
565,điểm chuẩn clc điện là bao nhiêu?,17,admiss_benchmarking
566,điểm chuẩn clc luật là bao nhiêu?,18,admiss_benchmarking
567,điểm chuẩn clc tiếng trung là bao nhiêu?,17,admiss_benchmarking
568,điểm chuẩn clc ngôn ngữ anh là bao nhiêu?,19,admiss_benchmarking
569,điểm chuẩn clc ngành ngân hàng là bao nhiêu?,18,admiss_benchmarking
570,điểm chuẩn clc quản trị kinh doanh là bao nhiêu?,18,admiss_benchmarking
571,điểm chuẩn clc toán thống kê là bao nhiêu?,18,admiss_benchmarking
572,điểm chuẩn clc ngôn ngữ hàn là bao nhiêu?,17,admiss_benchmarking
573,điểm chuẩn clc ngôn ngữ nhật là bao nhiêu?,17,admiss_benchmarking
574,điểm chuẩn clc ngành dịch vụ khách sạn là bao nhiêu?,18,admiss_benchmarking
575,điểm chuẩn clc ngành du lịch là bao nhiêu?,19,admiss_benchmarking
576,điểm chuẩn clc bảo hộ lao động là bao nhiêu?,18,admiss_benchmarking
577,điểm chuẩn clc tài chính ngân hàng là bao nhiêu?,18,admiss_benchmarking
578,điểm chuẩn ngành clc nào cao nhất?,dược,admiss_benchmarking
579,điểm chuẩn ngành clc nào thấp nhất?,"ngôn ngữ hàn, nhật",admiss_benchmarking
580,điểm chuẩn ngành nào thấp nhất?,"ngôn ngữ hàn, nhật",admiss_benchmarking
581,điểm chuẩn ngành nào cao nhất?,dược,admiss_benchmarking
582,điểm chuẩn cntt là bao nhiêu?,20,admiss_benchmarking
583,diểm chuẩn kế toán là bao nhiêu?,20,admiss_benchmarking
584,điểm chuẩn dược là bao nhiêu?,24,admiss_benchmarking
585,điểm chuẩn điện là bao nhiêu?,19,admiss_benchmarking
586,điểm chuẩn luật là bao nhiêu?,21,admiss_benchmarking
587,điểm chuẩn tiếng trung là bao nhiêu?,20,admiss_benchmarking
588,điểm chuẩn ngôn ngữ anh là bao nhiêu?,22,admiss_benchmarking
589,điểm chuẩn ngành ngân hàng là bao nhiêu?,20,admiss_benchmarking
590,điểm chuẩn quản trị kinh doanh là bao nhiêu?,19,admiss_benchmarking
591,điểm chuẩn toán thống kê là bao nhiêu?,19,admiss_benchmarking
592,điểm chuẩn ngôn ngữ hàn là bao nhiêu?,18,admiss_benchmarking
593,điểm chuẩn ngôn ngữ nhật là bao nhiêu?,18,admiss_benchmarking
594,điểm chuẩn ngành dịch vụ khách sạn là bao nhiêu?,20,admiss_benchmarking
595,điểm chuẩn ngành du lịch là bao nhiêu?,20,admiss_benchmarking
596,điểm chuẩn bảo hộ lao động là bao nhiêu?,19,admiss_benchmarking
597,điểm chuẩn tài chính ngân hàng là bao nhiêu?,"19,5",admiss_benchmarking
598,năm nay điểm chuẩn trường có tăng không?,nguyên tắc xét điểm sẽ lấy từ cao xuống thấp đến khi đủ chỉ tiêu. do đó điểm chuẩn sẽ căn cứ vào lượng hồ sơ và chất lượng điểm của thí sinh.,admiss_benchmarking
599,năm nay điểm chuẩn trường có giảm không?,nguyên tắc xét điểm sẽ lấy từ cao xuống thấp đến khi đủ chỉ tiêu. do đó điểm chuẩn sẽ căn cứ vào lượng hồ sơ và chất lượng điểm của thí sinh.,admiss_benchmarking
600,năm nay điểm chuẩn ngàng công nghệ thông tin có tăng không?,[unknown],admiss_benchmarking
601,năm nay điểm chuẩn ngàng công nghệ thông tin có giảm không?,[unknown],admiss_benchmarking
602,năm nay điểm chuẩn ngàng điện điện tử có giảm không?,[unknown],admiss_benchmarking
603,năm nay điểm chuẩn ngàng điện điện tử có tăng không?,[unknown],admiss_benchmarking
604,điểm chuẩn clc dược là bao nhiêu?,18,admiss_benchmarking
605,điểm chuẩn clc điện là bao nhiêu?,17,admiss_benchmarking
606,điểm chuẩn clc luật là bao nhiêu?,18,admiss_benchmarking
607,điểm chuẩn clc tiếng trung là bao nhiêu?,17,admiss_benchmarking
608,điểm chuẩn clc ngôn ngữ anh là bao nhiêu?,19,admiss_benchmarking
609,điểm chuẩn clc ngành ngân hàng là bao nhiêu?,18,admiss_benchmarking
610,điểm chuẩn clc quản trị kinh doanh là bao nhiêu?,18,admiss_benchmarking
611,điểm chuẩn clc toán thống kê là bao nhiêu?,18,admiss_benchmarking
612,điểm chuẩn clc ngôn ngữ hàn là bao nhiêu?,17,admiss_benchmarking
613,điểm chuẩn clc ngôn ngữ nhật là bao nhiêu?,17,admiss_benchmarking
614,điểm chuẩn clc ngành dịch vụ khách sạn là bao nhiêu?,18,admiss_benchmarking
615,điểm chuẩn clc ngành du lịch là bao nhiêu?,19,admiss_benchmarking
616,điểm chuẩn clc bảo hộ lao động là bao nhiêu?,18,admiss_benchmarking
617,điểm chuẩn clc tài chính ngân hàng là bao nhiêu?,18,admiss_benchmarking
618,điểm chuẩn ngành clc nào cao nhất?,dược,admiss_benchmarking
619,điểm chuẩn ngành clc nào thấp nhất?,"ngôn ngữ hàn, nhật",admiss_benchmarking
620,điểm chuẩn 2019 ngành thiết kế công nghiệp?,22.5 điểm,admiss_benchmarking
621,điểm chuẩn từng chuyên ngành khoa cntt là bao nhiêu?,"điểm chuẩn ngành: hệ thống thông tin: 22.5đ, kĩ thuật phần mềm: 22.5đ, mạng máy tính: 22đ, trí tuệ nhân tạo:23đ",admiss_benchmarking
622,cho em hỏi năm nay điểm chuẩn trường mình có tăng không?,có,admiss_benchmarking
623,điểm chuẩn của các khối thi khác nhau hay giống nhau?,điểm chuẩn của các khối là giống nhau.,admiss_benchmarking
624,em thi đc 33đ vậy em có vào được ngành khoa học máy tính kỹ thuật phần mềm của trường không ạ?,có,admiss_benchmarking
625,điểm chuẩn từng chuyên ngành khoa cntt là bao nhiêu?,"điểm chuẩn ngành: hệ thống thông tin: 22.5đ, kĩ thuật phần mềm: 22.5đ, mạng máy tính: 22đ, trí tuệ nhân tạo:23đ",admiss_benchmarking
626,ngành nào có điểm chuẩn cao nhất trường?,dược học có điểm cao nhất trường.,admiss_benchmarking
627,khoa cntt năm 2019 điểm sàn bao nhiêu?,23 điểm,admiss_benchmarking
628,khi nào có điểm  chuẩn ?,khi có điểm chuẩn thì nhà trường sẽ đăng lên trang chủ của trường .,admiss_benchmarking
629,điểm chuẩn của trường năm nay có tăng không ?,nguyên tắc xét điểm sẽ lấy từ cao xuống thấp đến khi đủ chỉ tiêu. do đó điểm chuẩn sẽ căn cứ vào lượng hồ sơ và chất lượng điểm của thí sinh. điểm chuẩn nhà trường sẽ thông báo theo từng thời điểm đã dự kiến tại https://admission.tdtu.edu.vn,admiss_benchmarking
630,khoa cntt năm 2019 điểm sàn bao nhiêu?,23 điểm,admiss_benchmarking
631,tuyển sinh khoa công nghệ thông tin năm 2018-2019 lấy bao nhiêu điểm?,19.75,admiss_benchmarking
632,tuyển sinh khoa luật năm 2018-2019 lấy bao nhiêu điểm?,21,admiss_benchmarking
633,tuyển sinh khoa kĩ thuật công trình năm 2018-2019 lấy bao nhiêu điểm?,17,admiss_benchmarking
634,tuyển sinh khoa điện năm 2018-2019 lấy bao nhiêu điểm?,17.5,admiss_benchmarking
635,tuyển sinh khoa khoa học ứng dụng năm 2018-2019 lấy bao nhiêu điểm?,19,admiss_benchmarking
636,tuyển sinh khoa mĩ thuật công nghiệp năm 2018-2019 lấy bao nhiêu điểm?,18,admiss_benchmarking
637,tuyển sinh khoa toán thống kê năm 2018-2019 lấy bao nhiêu điểm?,17,admiss_benchmarking
638,tuyển sinh khoa kế toán năm 2018-2019 lấy bao nhiêu điểm?,19.6,admiss_benchmarking
639,tuyển sinh khoa dược năm 2018-2019 lấy bao nhiêu điểm?,21.5,admiss_benchmarking
640,tuyển sinh khoa ngôn ngữ anh năm 2018-2019 lấy bao nhiêu điểm?,22,admiss_benchmarking
641,tuyển sinh khoa công nghệ thông tin hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,17.5,admiss_benchmarking
642,tuyển sinh khoa luật hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,18,admiss_benchmarking
643,tuyển sinh khoa kĩ thuật công trình hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,17,admiss_benchmarking
644,tuyển sinh khoa điện hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,17,admiss_benchmarking
645,tuyển sinh khoa khoa học ứng dụng hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,17.5,admiss_benchmarking
646,tuyển sinh khoa kế toán hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,17.5,admiss_benchmarking
647,tuyển sinh khoa ngôn ngữ anh hệ chất lượng cao năm 2018-2019 lấy bao nhiêu điểm?,19,admiss_benchmarking
648,cần tối thiểu bao nhiêu điểm để trúng tuyển vào trường đh tdt ngành khoa học máy tính ?,"19,75 điểm",admiss_benchmarking
649,khoa công nghệ thong tin có bao nhiêu chuyên ngành?,4,admiss_benchmarking
650,đối với sinh viên clc khoa cntt thì tích lũy bao nhiêu tín chỉ được ra trường?,149,admiss_high_lv
651,ielts của hệ clc k20 cần là bao nhiêu?,5.5,admiss_high_lv
652,trường tđt có tuyển sinh clc không?,có.,admiss_high_lv
653,sự khác nhau giữa hệ chính quy và clc?,"học phí, không gian học.",admiss_high_lv
654,chương trình chất lượng cao(clc) gồm những gì?,"9 ngành thuộc chương trình clc, 9 ngành thuộc chương trình luân chuyển campus",admiss_high_lv
655,tiêu chuẩn toiec của lớp chất lượng cao?,k20 → 680,admiss_high_lv
656,chất lượng cao là gì? vì sao điểm chuẩn thấp hơn?,"điểm chuẩn thấp vì do ít thí sinh nộp, học phí cao hơn.",admiss_high_lv
657,nếu tiếng anh không tốt thì có nên học chất lượng cao hay không?,căn cứ kết quả thi tiếng anh đầu vào mà xếp lớp học.,admiss_high_lv
658,các môn học thuộc chất lượng cao có cần học 100% tiếng anh không ạ?,chỉ cần 50% các môn chuyên ngành.,admiss_high_lv
659,có bao nhiêu nước để chọn khi đăng ký học kỳ nước ngoài của các ngành thuộc chất lượng cao?,"đài loan, hà lan, malaysia, cộng hòa séc, pháp",admiss_high_lv
660,"khi điền hồ sơ, làm sao phân biệt được mã ngành giữa lớp thường với lớp chất lượng cao?","mã ngành bắt đầu ""7"": chương trình tiêu chuẩn dạy-học bằng tiếng việt tại tp.hcm.",admiss_high_lv
661,chất lượng cao là gì? vì sao điểm chuẩn thấp hơn?,"điểm chuẩn thấp vì do ít thí sinh nộp, học phí cao hơn.",admiss_high_lv
662,nếu tiếng anh không tốt thì có nên học chất lượng cao hay không?,căn cứ kết quả thi tiếng anh đầu vào mà xếp lớp học.,admiss_high_lv
663,trường có chương trình chất lượng cao cho ngành khoa học máy tính không ?,có,admiss_high_lv
664,trường có chương trình chất lượng cao cho ngành kỷ thuật phần mềm không ?,có,admiss_high_lv
665,trường có chương trình chất lượng cao cho ngành quản trị kinh doanh không ?,có,admiss_high_lv
666,trường có chương trình chất lượng cao cho ngành mỹ thuật công nghiệp không ?,có,admiss_high_lv
667,trường có chương trình chất lượng cao cho ngành khoa học ứng dụng không ?,có,admiss_high_lv
668,trường có chương trình chất lượng cao cho ngành khoa học thể thao không ?,có,admiss_high_lv
669,trường có chương trình chất lượng cao cho ngành cơ điện tử không ?,có,admiss_high_lv
670,trường có chương trình chất lượng cao cho ngành quản lý nhà hàng khách sạng không ?,có,admiss_high_lv
671,học chất lượng cao tdt được gì?,[unknown],admiss_high_lv
672,cho em xin mô tả về chương trình chất lượng cao của trường?,"được xây dựng dựa trên khung chương trình đào tạo tham khảo các trường thuộc top 100 trên thế giới và cập nhật cho phù hợp với tình hình phát triển của việt nam nói chung, nhu cầu nguồn nhân lực của thị trường lao động nói riêng. bên cạnh đó, nhà trường đặc biệt chú ý gắn kết lý thuyết với thực tiễn; kết hợp kiến thức chuyên môn với rèn luyện kỹ năng thực hành; chú trọng đến các kỹ năng mềm và thực tập doanh nghiệp. trong suốt quá trình đào tạo, khoa chuyên ngành thường xuyên mời các chuyên gia trong lĩnh vực đến trình bày chuyên đề, chia sẽ kinh nghiệm thực tiễn cũng như trao đổi trực tiếp với sinh viên về ngành nghề đào tạo.",admiss_high_lv
